person_id,person_name,subtitle,role,organisation_name,organisation_kind,area,start_date,end_date
60,AKINLAJA IRANOLA JOSEPH,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
257,JULIUS OLUFEMI FAKEYE,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
331,NADU SOALABOYE KARIB,"",Vice-Chairman,Army Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
101,AYO HULAYAT OMIDIRAN,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
176,FAMUREWA ISRAEL AJIBOLA,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
238,ISA HASSAN MOHAMMED,"",Committee Member,Aviation Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
267,SEKIBO GEORGE THOMPSON,"",Committee Member,Solid Minerals Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
121,BETTY JOCELYNE OKAGUA-APIAFI,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
10,ABDULLAHI MUHAMMED WAMAKKO,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
11,ABDULLAHI RICCO MOHAMMED,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
18,ABDURAHMAN ABBA TERAB,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
21,ABIMBOLA OLUWAFEMI DARAMOLA,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
63,AKPAN MICAH UMOH,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
70,ALI YAKUBU,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
95,ATIKU SHAMAKI,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
103,AZODO OKWUNNA EUCHARIA,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
114,BAWA SHEHU USMAN,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
115,BELLO KAOJE A,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
122,BILIYAMINU SHINKAFI YUSUF,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
132,CHARLES C. ODEDO,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
163,EMMANUEL ETIM EKPENYONG,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
193,GIBSON KAUDA NATHANIEL,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
234,INI AKPAN UDOKA,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
235,INNOCENT ZEITET TIRSEL,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
245,ISHAQ AHMED KANA,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
37,ADESEUN AYOADE ADEMOLA,"",Chairman,Capital Market Committee (Senate),Legislative Committee - Senate,,"",2015-05
34,ADENIYI ANTHONY ADEMUYIWA,"",Vice-Chairman,Capital Market Committee (Senate),Legislative Committee - Senate,,"",2015-05
315,MUAZU B/TUDU LAWAL,"",Committee Member,Customs and Excise Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
340,NNENNA IJEOMA ELENDU-UKEJE,"",Committee Member,Civil Societies and Development Partners Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
278,LAWAL YAHAYA GUMAU,"",Committee Member,Banking & Currency Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
97,AWULU EZEKIEL ADAJI,"",Committee Member,Civil Societies and Development Partners Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
32,ADAMU OCHEPO ENTONU,"",Committee Member,Capital Market & Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
214,HEMBE HERMAN IORWASE,"",Chairman,Capital Market & Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
301,MOHAMMED ALHAJI SANDA,"",Committee Member,Capital Market & Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
369,PALLY ISUMAFE OBOKHUAIME IRIASE,"",Vice-Chairman,Constituency Outreach Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
417,TIJJANI JOBE ABDULKADIR,"",Committee Member,Constituency Outreach Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
269,KINGSLEY SUNDAY EBENYI,"",Committee Member,Civil Societies and Development Partners Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
249,JAGABA ADAMS JAGABA,"",Committee Member,Civil Societies and Development Partners Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
335,NASSIR ALI AHMED,"",Committee Member,Capital Market & Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
397,SANI MOHAMMED ALIYU RANO,"",Committee Member,Civil Societies and Development Partners Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
220,IBRAHIM BABANGIDA,"",Committee Member,Civil Societies and Development Partners Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
72,ALIYU BAHAGO AHMAN PATEGI,"",Committee Member,Civil Societies and Development Partners Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
270,KINGSLEY OGUNDU CHINDA,"",Committee Member,Capital Market & Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
306,MOHAMMED OGOSHI ONAWO,"",Committee Member,Customs and Excise Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
325,MUSA SARKIN-ADAR KAFFE,"",Committee Member,Capital Market & Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
403,SHU'AIBU UMAR GALADIMA,"",Committee Member,Constituency Outreach Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
386,SADIQ ASEMA MOHAMMED,"",Committee Member,Capital Market & Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
164,EMMANUEL ISSAC UKOETE,"",Committee Member,Capital Market & Institutions Committee (Reps),Legislative Committee - Federal Reps,,2015-05-29,2015-05-29
238,ISA HASSAN MOHAMMED,"",Committee Member,Capital Market & Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
39,ADEWUSI TUNDE RAZAQ,"",Committee Member,Capital Market & Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
100,AYODEJI LABIB JAKANDE,"",Committee Member,Capital Market & Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
119,BEN NNEBEDUMCHUKWU NWANKWO,"",Committee Member,Capital Market & Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
185,GAMBO MUSA DAN-MUSA,"",Committee Member,Capital Market & Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
217,HUSSEIN NAMADI ABDULKADIR,"",Committee Member,Capital Market & Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
307,MOHAMMED SHAMSIDIN ANGO ABDULLAHI,"",Committee Member,Capital Market & Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
317,MUHAMMAD BASHIR GALADANCHI,"",Committee Member,Capital Market & Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
345,ODUBOTE LANRE MUKAILA,"",Committee Member,Capital Market & Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
356,OLABIYI JULIUS OYEKOLA,"",Committee Member,Capital Market & Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
361,OLUMIDE BABATUNDE OSOBA,"",Committee Member,Capital Market & Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
381,RAZAQ BELLO-OSAGIE,"",Committee Member,Capital Market & Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
410,STELLA UCHENWA OBIAGELI NGWU,"",Committee Member,Capital Market & Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
136,CHRIS EMEKA IFEANYI AZUBOGU,"",Vice-Chairman,Capital Market & Institutions Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
360,OLUKOLU GANIYU TUNJI,"",Committee Member,Civil Societies and Development Partners Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
339,NKOYO ESU TOYO,"",Committee Member,Civil Societies and Development Partners Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
217,HUSSEIN NAMADI ABDULKADIR,"",Committee Member,Civil Societies and Development Partners Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
157,DAWARI IBIETELA GEORGE,"",Committee Member,Civil Societies and Development Partners Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
122,BILIYAMINU SHINKAFI YUSUF,"",Committee Member,Civil Societies and Development Partners Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
103,AZODO OKWUNNA EUCHARIA,"",Committee Member,Civil Societies and Development Partners Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
96,AUWALU DAHIRU SALE,"",Committee Member,Civil Societies and Development Partners Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
63,AKPAN MICAH UMOH,"",Committee Member,Civil Societies and Development Partners Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
15,ABDUL MUSA MSHELIZA,"",Committee Member,Civil Societies and Development Partners Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
9,ABDULLAHI MOHAMMED DAN-ALKALI,"",Committee Member,Civil Societies and Development Partners Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
21,ABIMBOLA OLUWAFEMI DARAMOLA,"",Committee Member,Civil Societies and Development Partners Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
331,NADU SOALABOYE KARIB,"",Committee Member,Customs and Excise Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
153,DANLAMI GARBA,"",Committee Member,Special Duties Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
232,IKISIKPO CLEVER MARCUS,"",Chairman,Special Duties Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
174,EZIUCHE CHINWE UBANI,"",Committee Member,Special Duties Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
208,HASKE FRANCIS HANANIYA,"",Committee Member,Special Duties Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
229,IBRAHIM TUKUR EL-SUDI,"",Committee Member,Special Duties Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
286,MADAKI AHMED GOLOLO,"",Committee Member,Special Duties Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
276,LAR VICTOR RAMPYAL,"",Vice-Chairman,Special Duties Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
161,EMEYESE SUNDAY AKPODIOGAGA,"",Committee Member,Special Duties Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
278,LAWAL YAHAYA GUMAU,"",Committee Member,Climate Change Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
368,OYETUNDE OLADIMEJI OJO,"",Chairman,Communications Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
360,OLUKOLU GANIYU TUNJI,"",Committee Member,Climate Change Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
174,EZIUCHE CHINWE UBANI,"",Chairman,Climate Change Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
28,ABUBAKAR MISAU AHMED,"",Committee Member,Climate Change Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
63,AKPAN MICAH UMOH,"",Committee Member,Climate Change Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
79,AMINU PUNWET JONATHAN,"",Committee Member,Climate Change Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
120,BETHEL NNAEMEKA AMADI,"",Committee Member,Climate Change Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
137,CHRISTINA DEMNENGE ALAAGA,"",Committee Member,Climate Change Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
174,EZIUCHE CHINWE UBANI,"",Committee Member,Climate Change Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
204,HAMZA DALHAT,"",Committee Member,Climate Change Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
219,IBRAHIM ADENIYI OLAYFA,"",Committee Member,Climate Change Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
415,SYLVESTER O OGBAGA,"",Chairman,Commerce Committee (Reps),Legislative Committee - Federal Reps,,2011,2019-05-29
281,LAWAN SHEHU,"",Committee Member,Climate Change Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
337,NDUDI GODWIN ELUMELU,"",Committee Member,Climate Change Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
402,SHUAIBU GWANDU GOBIR,"",Committee Member,Climate Change Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
446,VICTOR AFAMUEFUNA OGENE,"",Committee Member,Climate Change Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
358,OLAYEMI SIKIRU BUSARI,"",Vice-Chairman,Climate Change Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
123,BINTA MAIGARI BELLO,"",Committee Member,Commerce Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
5,ABBAS TAJUDEEN,"",Committee Member,Commerce Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
258,KABIRU MARAFA ACHIDA,"",Committee Member,Civil Societies and Development Partners Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
16,ABDULRAHAMAN BADAMASUIY,"",Committee Member,Commerce Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
54,AIYEDUN OLAYINKA AKEEM,"",Committee Member,Commerce Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
10,ABDULLAHI MUHAMMED WAMAKKO,"",Committee Member,Commerce Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
251,JERRY ALAGBASO,"",Committee Member,Special Duties Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
134,CHIZOR LAMBERT OBIDIGWE,"",Committee Member,Commerce Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
153,DANLAMI GARBA,"",Committee Member,Commerce Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
158,DEBO JEROME OLOGUNAGBA,"",Committee Member,Commerce Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
205,HAMZAT GANIYU OLADUNJOYE,"",Committee Member,Commerce Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
217,HUSSEIN NAMADI ABDULKADIR,"",Committee Member,Commerce Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
229,IBRAHIM TUKUR EL-SUDI,"",Committee Member,Commerce Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
230,IDRIS SANI MOHAMMED,"",Committee Member,Commerce Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
327,MUSTAPHA DAWAKI BALA,"",Committee Member,Special Duties Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
251,JERRY ALAGBASO,"",Committee Member,Commerce Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
414,SUNDAY STEVE KARIM,"",Committee Member,Special Duties Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
257,JULIUS OLUFEMI FAKEYE,"",Committee Member,Special Duties Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
257,JULIUS OLUFEMI FAKEYE,"",Committee Member,Agricultural Production and Services Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
61,AKINTAYO AMERE GAFARU,"",Committee Member,Commerce Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
305,MOHAMMED JATAU AUWAL,"",Committee Member,Sports Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
355,OKWURU CHUKWUEMEKA TOBIAS,"",Committee Member,Sports Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
373,PETER GUMTHA BIYE,"",Committee Member,Sports Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
387,SAFIYANU TAURA UBALE,"",Committee Member,Sports Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
411,SUARAU OLUWATOYIN ISIAKA,"",Committee Member,Sports Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
695,MICHAEL IROM ETABA,"",Vice-Chairman,Pension Committee (Reps),Legislative Committee - Federal Reps,,"",2019-06
375,PETER OHIOZOJE AKPATASON,"",Committee Member,Petroleum Resources (Down Stream) Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
764,HASSAN SALEH,"",Vice-Chairman,Local Content Committee (Reps),Legislative Committee - Federal Reps,,2019-05,
802,DANLAMI MOHAMMED KURFI,"",Vice-Chairman,Petroleum Resources (Down Stream) Committee (Reps),Legislative Committee - Federal Reps,,"",2019-05
41,ADEYEYE OLUSOLA,"",Vice-Chairman,Cooperation and Integration in Africa Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
23,ABIODUN DADA AWOLEYE,"",Committee Member,Communications Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
141,CHUDI PATRICK UWAZURIKE,"",Committee Member,Communications Committee (Senate),Legislative Committee - Senate,,"",2015-05-29
265,KHADIJA BUKAR IBRAHIM,"",Committee Member,Interior Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
265,KHADIJA BUKAR IBRAHIM,"",Chairman,Privatization and Commercialization Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05-29
263,KENNETH ANAYO CHIKERE,"",Committee Member,Sports Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
404,SIMEON AJIBOLA SIMON,"",Chairman,Cooperation and Integration in Africa Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
110,BARATA AHMED HASSAN,"",Chairman,Culture & Tourism Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
16,ABDULRAHAMAN BADAMASUIY,"",Committee Member,Culture & Tourism Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
30,ADAMU ABUNABO HASSAN,"",Committee Member,Culture & Tourism Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
379,RAPHAEL OLOYE NOMIYE,"",Committee Member,Sports Committee (Reps),Legislative Committee - Federal Reps,,"",2015-05
